bathrooms,bedrooms,floor_area,href,latitude,listing_url,location,longitude,price,title,type
3 ,3 ,220 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-489595.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-489595.html,,,"115,000BHD",Luxurious Sea View Penthouse w/Huge Terrace,Apartment
7+ ,4 ,454 sqm,/en/buy/villa-for-sale-northern-governorate-bu-quwah-saraya-2-489735.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-bu-quwah-saraya-2-489735.html,,,"265,000BHD",Spacious | Private pool | Private garden,Villa
7 ,4 ,362 sqm,/en/buy/villa-for-sale-central-governorate-sitra-488267.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sitra-488267.html,,,"135,000BHD",للبيع فيلا سكنية راقية في منطقة سترة.,Villa
5 ,5 ,640 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-tala-island-489730.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-tala-island-489730.html,,,"500,000BHD",Beach access | Private pool | Maids room,Villa
,,460 sqm,/en/buy/land-for-sale-northern-governorate-budaiya-489457.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-budaiya-489457.html,,,"133,000BHD",Land Available for Sale in Jabalat Habshi Area,Land
5 ,4 ,525 sqm,/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-489156.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-489156.html,,,"300,000BHD",Impressive 4 bedroom villa with luxurious interior,Villa
2 ,3 ,176 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-489307.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-489307.html,,,"119,000BHD",FOR SALE! RENTED to NAVY with 822 in ERA,Apartment
5 ,3 ,205 sqm,/en/buy/villa-for-sale-central-governorate-tubli-488727.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-tubli-488727.html,,,"150,000BHD",Modern Villa Available For Sale in Tubli,Villa
,,329 sqm,/en/buy/land-for-sale-muharraq-governorate-al-dair-489850.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-muharraq-governorate-al-dair-489850.html,,,"92,075BHD",Residential land for sale in Al-Dair,Land
,,355 sqm,/en/buy/land-for-sale-central-governorate-salmabad-489051.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-salmabad-489051.html,,,"86,074BHD",Investment Residential Land in Prime location,Land
4 ,4 ,215 sqm,/en/buy/villa-for-sale-northern-governorate-maqabah-489392.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-maqabah-489392.html,,,"137,000BHD",Brand New Villa Available for Sale in Maqabah area,Villa
5 ,4 ,332 sqm,/en/buy/villa-for-sale-northern-governorate-hamad-town-488768.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-hamad-town-488768.html,,,"179,000BHD",Luxury villa in prime location near the main road,Villa
3 ,2 ,119 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-diplomatic-area-488187.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-diplomatic-area-488187.html,,,"95,000BHD",Apartment with Infinity Pool and Lounge,Apartment
3 ,3 ,176 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-490337.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-490337.html,,,"112,000BHD",Best Deal For 3 Beds With Amazing View,Apartment
,,792 sqm,/en/buy/land-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-490479.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-490479.html,,,"477,400BHD","Land For Sale in Amwaj, Size 792m², BD477,400",Land
2 ,2 ,99 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-492797.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-492797.html,,,"55,000BHD",Stunning Quality Two Bed  Apt With Balcony,Apartment
4 ,7+ ,520 sqm,/en/buy/villa-for-sale-capital-governorate-manama-gufool-486727.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-capital-governorate-manama-gufool-486727.html,,,"190,000BHD",Spacious Villa in Prime Location       .,Villa
,,491 sqm,/en/buy/land-for-sale-northern-governorate-jidhafs-485901.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-jidhafs-485901.html,,,"142,698BHD",Residential land located on two streets in Jidhafs,Land
2 ,1 ,71 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-485868.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-485868.html,,,"68,000BHD",BRAND NEW WELL FURNISHED LUXURY 1BR IN SEEF,Apartment
5 ,5 ,768 sqm,/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-492575.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-492575.html,,,"425,000BHD",Urgent Sale Luxurious Furnished 5 Bedroom Villa/,Villa
2 ,2 ,124 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-486975.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-486975.html,,,"79,000BHD",Super Deal | Sea View 2BR | Mena 7 Beach |Garden,Apartment
3 ,2 ,178 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-487260.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-487260.html,,,"90,000BHD",Spacious good size 2 bed with maid room apartment,Apartment
,,593 sqm,/en/buy/land-for-sale-northern-governorate-saar-486456.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-saar-486456.html,,,"185,000BHD",Residential Land for Sale Located in Saar Area,Land
2 ,1 ,89 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-486818.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-486818.html,,,"52,000BHD",Pool view Modern Fitted - stylish interiors,Apartment
,,449 sqm,/en/buy/land-for-sale-northern-governorate-saar-486419.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-saar-486419.html,,,"116,000BHD",Residential Land for Sale located in the Saar Area,Land
,,"1,006 sqm",/en/buy/land-for-sale-northern-governorate-sehla-486000.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-sehla-486000.html,,,"238,238BHD","Land For Sale in Sehla , Size, 1,006m² BD238,238",Land
,,"1,084 sqm",/en/buy/land-for-sale-central-governorate-a-ali-485908.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-a-ali-485908.html,,,"233,500BHD","Residential land for sale, located in A’Ali area",Land
6 ,4 ,455 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-homes-487755.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-homes-487755.html,,,"360,000BHD",Beautiful HOME for Your Family|Direct Sea|Pool|,Villa
,,362 sqm,/en/buy/land-for-sale-northern-governorate-shakhura-486467.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-shakhura-486467.html,,,"92,000BHD",Residential land for sale located in Shakhura area,Land
2 ,2 ,94 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-492546.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-492546.html,,,"55,000BHD",Quality Furnished Stunning Apt in Juffair,Apartment
6 ,5 ,"1,100 sqm",/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-486885.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-486885.html,,,"620,000BHD",Signature villa with outstanding design and beauty,Villa
4 ,3 ,170 sqm,/en/buy/apartment-for-sale-northern-governorate-hamad-town-487096.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-northern-governorate-hamad-town-487096.html,,,"59,000BHD",Luxury apartment with 2 parking in Hamad Town,Apartment
2 ,2 ,117 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-491819.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-491819.html,,,"65,000BHD",Brand new flats with sea view and balcony ...,Apartment
,,363 sqm,/en/buy/land-for-sale-northern-governorate-saar-492208.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-saar-492208.html,,,"98,000BHD",For sale residential land in very quiet area (RA),Land
4 ,4 ,240 sqm,/en/buy/villa-for-sale-northern-governorate-barbar-485579.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-barbar-485579.html,,,"140,000BHD",Under construction Villa with Modern Design,Villa
2 ,3 ,180 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-485485.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-485485.html,,,"64,000BHD",Huge 03 bedroom apartment in a good family tower,Apartment
3 ,2 ,159 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-485153.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-485153.html,,,"100,000BHD","BEST DEAL! Updated 2+Maids, 159sqm, Sea View",Apartment
4 ,3 ,168 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-485036.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-485036.html,,,"90,000BHD",Modern well-furnished 03 Bed apartment at Abraj,Apartment
6 ,5 ,499 sqm,/en/buy/villa-for-sale-northern-governorate-saar-492009.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-492009.html,,,"300,000BHD",7 bedrooms luxury villa in quite area in Saar,Villa
5 ,6 ,320 sqm,/en/buy/villa-for-sale-central-governorate-sanad-492419.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-492419.html,,,"188,000BHD",LUXURY VILLA / 5 ROOM /  320 SQM / SANAD,Villa
2 ,2 ,126 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-485429.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-485429.html,,,"114,000BHD","""Spiral Orchid"" Sea View,35th Floor,Beach",Apartment
2 ,1 ,82 sqm,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-essence-of-dilmunia-485010.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-essence-of-dilmunia-485010.html,,,"60,000BHD",Perfect modern apartment with excellent facilities,Apartment
2 ,3 ,97 sqm,/en/buy/apartment-for-sale-northern-governorate-saar-485582.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-northern-governorate-saar-485582.html,,,"56,000BHD",Fully Furnished Apartment for Sale in Saar Area,Apartment
,,403 sqm,/en/buy/land-for-sale-capital-governorate-manama-mahooz-491951.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-capital-governorate-manama-mahooz-491951.html,,,"195,447BHD",B3 Land Available for Sale in Mahooz area,Land
7+ ,7 ,460 sqm,/en/buy/villa-for-sale-northern-governorate-saar-492029.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-492029.html,,,"300,000BHD",Luxury Corner Villa Available For Sale in Saar,Villa
5 ,5 ,285 sqm,/en/buy/villa-for-sale-muharraq-governorate-busaiteen-492126.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-busaiteen-492126.html,,,"142,000BHD",Affordable | Brand New | Modern | Villa,Villa
3 ,2 ,104 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-492307.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-492307.html,,,"112,000BHD",Brand new / Sea views / Fontana Infinity,Apartment
4 ,4 ,309 sqm,/en/buy/villa-for-sale-northern-governorate-janabiya-492028.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-janabiya-492028.html,,,"180,000BHD",Villa available for sale in Janabiyah,Villa
1 ,1 ,62 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-483375.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-483375.html,,,"47,000BHD",An Opportunity To Buy A Luxury Apartment,Apartment
,,470 sqm,/en/buy/land-for-sale-northern-governorate-hamad-town-481943.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-hamad-town-481943.html,,,"116,450BHD",Residential Lands for Sale in Hamad Town,Land
3 ,2 ,130 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-491319.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-491319.html,,,"85,000BHD",Apartment for sale in Abrajlulu Gold Tower,Apartment
4 ,3 ,177 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-491299.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-491299.html,,,"100,000BHD",3 bedroom apartment for sale in Abraj Lulu,Apartment
1 ,1 ,52 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-491495.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-491495.html,,,"39,000BHD",Modern | Top Floors | Prime Location,Apartment
4 ,2 ,138 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-491464.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-491464.html,,,"93,500BHD",Own Today! Fabulous 2BR! Payment Plan available,Apartment
4 ,3 ,260 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-491381.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-491381.html,,,"145,000BHD",Modern Furnished 3 BR |Huge Terrace Tala Island,Apartment
7+ ,6 ,"4,519 sqm",/en/buy/villa-for-sale-northern-governorate-hamala-483552.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-hamala-483552.html,,,"1,500,000BHD",OUTSTANDING VILLA ON A LARGE PLOT IN HAMALA,Villa
5 ,4 ,334 sqm,/en/buy/villa-for-sale-northern-governorate-saar-481219.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-481219.html,,,"212,000BHD",Luxury Brand new villa for sale in Saar!,Villa
,,214 sqm,/en/buy/land-for-sale-northern-governorate-shahrakan-482774.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-shahrakan-482774.html,,,"66,000BHD","Residential land for sale, located in Shahrakan",Land
,,800 sqm,/en/buy/whole-building-for-sale-capital-governorate-al-juffair-481207.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-al-juffair-481207.html,,,"3,300,000BHD",8.3% Return Exclusive Building in Juffair,Whole Building
,,195 sqm,/en/buy/land-for-sale-northern-governorate-malkiyah-482743.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-malkiyah-482743.html,,,"61,000BHD","Residential land for sale, located in Malkiya area",Land
3 ,2 ,132 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-481859.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-481859.html,,,"89,000BHD",Super Modern Apt | Instalment plan available,Apartment
3 ,2 ,169 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-491491.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-491491.html,,,"89,500BHD",Ready Now-Brand New-Stunning View-Sanabis/Seef,Apartment
,,534 sqm,/en/buy/whole-building-for-sale-capital-governorate-seef-323065.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-seef-323065.html,,,"1,200,000BHD",Brand new residential building for sale in Seef.,Whole Building
7 ,5 ,"1,000 sqm",/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-286667.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-286667.html,,,"400,000BHD",Best beach villa for amazing value,Villa
,,"16,100 sqm",/en/buy/whole-building-for-sale-capital-governorate-al-juffair-398430.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-al-juffair-398430.html,,,"4,000,000BHD",Juffair Rented furnished building for sale,Whole Building
2 ,2 ,97 sqm,/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-shores-residences-405578.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-shores-residences-405578.html,,,"140,000BHD",Sea View  - Beach Access - Quality Aparment,Apartment
6 ,5 ,450 sqm,/en/buy/villa-for-sale-northern-governorate-saar-402922.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-402922.html,,,"350,000BHD",Brand New 5br villa for sale-Saar/Saray 1,Villa
2 ,3 ,128 sqm,/en/buy/apartment-for-sale-central-governorate-sanad-406539.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-central-governorate-sanad-406539.html,,,"60,000BHD","Brand new, Prime location,Close to Yum Yum Tree",Apartment
,,"1,049 sqm",/en/buy/land-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-405095.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-405095.html,,,"316,160BHD",Residential Land For Sale/ Amwaj Island!,Land
1 ,1 ,90 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-373881.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-373881.html,,,"75,000BHD",Luxurious Innovative Smart Technology Home,Apartment
3 ,2 ,215 sqm,/en/buy/penthouse-for-sale-capital-governorate-manama-manama-sea-front-384671.html,,https://www.propertyfinder.bh/en/buy/penthouse-for-sale-capital-governorate-manama-manama-sea-front-384671.html,,,"306,000BHD",A truly unique &prestigious development,Penthouse
2 ,2 ,89 sqm,/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-334801.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-334801.html,,,"97,888BHD",Special offers available this month!,Apartment
5 ,4 ,260 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-najma-416571.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-najma-416571.html,,,"169,000BHD",Stunning View w/ Beach Access Villa,Villa
2 ,1 ,76 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-428688.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-428688.html,,,"50,000BHD",Amazing City View 1Bedroom Flat For Sale,Apartment
,,"1,523 sqm",/en/buy/whole-building-for-sale-southern-governorate-askar-422592.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-southern-governorate-askar-422592.html,,,"1,600,000BHD",Commercial Building for Sale in Asker,Whole Building
,,321 sqm,/en/buy/land-for-sale-muharraq-governorate-arad-429050.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-muharraq-governorate-arad-429050.html,,,"103,915BHD",Residential Land for Sale in Arad,Land
,,433 sqm,/en/buy/land-for-sale-northern-governorate-sehla-408786.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-sehla-408786.html,,,"126,000BHD",ارض للبيع في السهلة الشمالية               .,Land
2 ,1 ,72 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-417618.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-417618.html,,,"48,000BHD",New 1br apartment for sale JUffair for 48k,Apartment
4 ,3 ,160 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-438619.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-438619.html,,,"130,000BHD",Modern Furnished 3 BR -Flat w/ Great interior,Apartment
4 ,5 ,220 sqm,/en/buy/villa-for-sale-muharraq-governorate-muharraq-407573.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-muharraq-407573.html,,,"139,000BHD",For sale luxury villa in Danat Al Muharraq,Villa
3 ,2 ,258 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-472655.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-472655.html,,,"180,000BHD",Luxury Villa Available for Sale in Amwaj area,Villa
5 ,4 ,300 sqm,/en/buy/villa-for-sale-northern-governorate-bu-quwah-saraya-2-470601.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-bu-quwah-saraya-2-470601.html,,,"165,000BHD",luxurious Villa With  Beautiful Design,Villa
6 ,5 ,950 sqm,/en/buy/villa-for-sale-northern-governorate-janabiya-479914.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-janabiya-479914.html,,,"659,000BHD",Iconic Modern Five-bed Mansion in Janabiya,Villa
,,360 sqm,/en/buy/land-for-sale-northern-governorate-dumistan-476764.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-dumistan-476764.html,,,"77,500BHD",Residential land for sale located in Dumistan area,Land
3 ,2 ,111 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-476831.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-476831.html,,,"72,000BHD","BEST INVESTMENT OPPORTUNITY , RENTED FOR 500",Apartment
3 ,3 ,210 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-478480.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-478480.html,,,"190,000BHD",SECURITY FOR YOUR RETIREMENT-BOAT MOORING,Villa
1 ,studio ,40 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-478972.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-478972.html,,,"35,000BHD",Best deal!! Brand new Studio  APT in Juffair,Apartment
2 ,2 ,115 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-476012.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-476012.html,,,"76,000BHD","Navy Approved, Stunning Apartment, ROI - 8%",Apartment
,,"1,515 sqm",/en/buy/land-for-sale-central-governorate-jurdab-460620.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-jurdab-460620.html,,,"1,141,522BHD",Commercial Land for Sale in Jurdab,Land
5 ,6 ,500 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-tala-island-480828.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-tala-island-480828.html,,,"660,000BHD",Open sea Lavish Villa for sale - Amwaj !,Villa
,,"9,944 sqm",/en/buy/land-for-sale-northern-governorate-al-qadam-480686.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-al-qadam-480686.html,,,"1,819,629BHD","Land For Sale in Qadam, Size 9,944m², BD1,819,629",Land
1 ,studio ,61 sqm,/en/buy/apartment-for-sale-muharraq-governorate-busaiteen-475578.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-busaiteen-475578.html,,,"28,000BHD",STUDIO CLOSE TO KING HAMAD HOSPITAL,Apartment
6 ,6 ,324 sqm,/en/buy/villa-for-sale-central-governorate-sanad-480267.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-480267.html,,,"190,000BHD",Start a New Life Afresh in this Brand New Home,Villa
,,389 sqm,/en/buy/whole-building-for-sale-capital-governorate-manama-manama-downtown-479380.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-manama-manama-downtown-479380.html,,,"360,000BHD",New building for sale in an upscale area,Whole Building
,,"1,325 sqm",/en/buy/land-for-sale-southern-governorate-ras-zuwayed-480539.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-southern-governorate-ras-zuwayed-480539.html,,,"199,808BHD","Land For Sale in Ras Zuwayed, Size1,325.9m²",Land
,,174 sqm,/en/buy/land-for-sale-northern-governorate-jid-al-haj-480997.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-jid-al-haj-480997.html,,,"55,628BHD","Land For Sale in Jid Al haj, Size 174m²",Land
6 ,6 ,324 sqm,/en/buy/villa-for-sale-central-governorate-sanad-480267.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-480267.html,,,"190,000BHD",Start a New Life Afresh in this Brand New Home,Villa
,,389 sqm,/en/buy/whole-building-for-sale-capital-governorate-manama-manama-downtown-479380.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-manama-manama-downtown-479380.html,,,"360,000BHD",New building for sale in an upscale area,Whole Building
,,"1,325 sqm",/en/buy/land-for-sale-southern-governorate-ras-zuwayed-480539.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-southern-governorate-ras-zuwayed-480539.html,,,"199,808BHD","Land For Sale in Ras Zuwayed, Size1,325.9m²",Land
,,174 sqm,/en/buy/land-for-sale-northern-governorate-jid-al-haj-480997.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-jid-al-haj-480997.html,,,"55,628BHD","Land For Sale in Jid Al haj, Size 174m²",Land
2 ,2 ,123 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-480808.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-480808.html,,,"80,000BHD",Highest_floor_Full_lagoon_view- 2BR Flat,Apartment
6 ,5 ,950 sqm,/en/buy/villa-for-sale-northern-governorate-janabiya-479914.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-janabiya-479914.html,,,"659,000BHD",Iconic Modern Five-bed Mansion in Janabiya,Villa
,,360 sqm,/en/buy/land-for-sale-northern-governorate-dumistan-476764.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-dumistan-476764.html,,,"77,500BHD",Residential land for sale located in Dumistan area,Land
3 ,2 ,111 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-476831.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-476831.html,,,"72,000BHD","BEST INVESTMENT OPPORTUNITY , RENTED FOR 500",Apartment
1 ,1 ,70 sqm,/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-boulevard-465266.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-boulevard-465266.html,,,"70,000BHD",Semi- Furnished 1 BR-Balcony -Beach Access,Apartment
7 ,6 ,248 sqm,/en/buy/villa-for-sale-central-governorate-sanad-456686.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-456686.html,,,"187,000BHD",New 3-storey residential villa for sale in Sanad,Villa
